Team ID,Team Description,,Full Name,,1,,,2,,,3,,,4,,,5,,,6,,,,Pokepaste,EVs,Extracted paste?,Replica Status,Replica Code,,,,,,,,,,,,,,,,
MC302,mikesenza's Glalie Pawmot Team,,mikesenza,,,,Glalitite,,,Focus Sash,,,Choice Scarf,,,Leppa Berry,,,Sitrus Berry,,I,Normal Gem,,https://pokepast.es/6b780a0274f90959,Yes,Extracted,✔,0YFJBS02J5,16 Sep 2026,Video,,https://x.com/mikesenza/status/2099708343887581333?s=46,https://youtu.be/XheWGpPO03Q?si=6lb_1J0-jM-W1iJc,-,mikesenza,,Glalie-Mega,Arcanine-Hisui,Basculegion,Pawmot,Medicham,Noivern,,MC302
MC301,Ste's VR September Challenge Top 64 Team,,Stefano Greppi,,,,Charizardite Y,,,Rocky Helmet,,,Miracle Seed,,,Sitrus Berry,,,Fairy Feather,,,Choice Scarf,,https://pokepast.es/0d18f72df8bd8d92,Yes,Extracted,✔,J4JDGYG5NG,16 Sep 2026,VR September Challenge,40th,https://x.com/ssteccaa/status/2100268811471466585?s=46,-,https://victoryroad.pro/vr-sep26/,ssteccaa,,Charizard-Mega-Y,Incineroar,Rillaboom,Farigiraf,Sylveon,Garchomp,,MC301
MC300,Lexicon's Salamence Froslass Team,,Alex Underhill,,,,Froslassite,,,Salamencite,,,Focus Sash,,,Sitrus Berry,,,Grassy Seed,,,Chople Berry,,https://pokepast.es/f6c343c1f47903cc,Yes,Extracted,✔,9KQTH4GY85,16 Sep 2026,-,,https://x.com/lexiconvgc/status/2100306554646073541?s=46,-,-,lexiconvgc,,Froslass-Mega,Salamence-Mega,Arcanine-Hisui,Rillaboom,Sneasler,Kingambit,,MC300
MC299,MichaelderBeste's Absol-Z Empoleon Team,,Michael Kelsch,,,,Absolite Z,,,Focus Sash,,,Life Orb,,,Choice Scarf,,,Psychic Seed,,,Rocky Helmet,,https://pokepast.es/b3e468f45c3c9ebb,Yes,Owner's,✔,V9L9NVYJNK,16 Sep 2026,Video,,https://x.com/michaelderbeste/status/2100261026276987186?s=46,https://www.youtube.com/watch?v=sq4LqUd60HE,-,michaelderbeste,,Absol-Mega-Z,Armarouge,Empoleon,Rotom-Mow,Sneasler,Indeedee-F,,MC299
MC298,joserockzvgc's Absol-Z Charizard-Y Team,,joserockzvgc,,,,Absolite Z,,,Charizardite Y,,,Charcoal,,,Focus Sash,,,Rocky Helmet,,,Life Orb,,https://pokepast.es/eb4962af8162ecf3,Yes,Owner's,✔,TX94C8E6QY,16 Sep 2026,Video,,https://x.com/joserockzvgc/status/2099896603146338452?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q,https://www.youtube.com/watch?v=2cbSO41gDRQ,-,joserockzvgc,,Absol-Mega-Z,Charizard-Mega-Y,Torkoal,Venusaur,Indeedee-F,Hatterene,,MC298
MC297,joserockzvgc's Garchomp-Z Mawile Team,,joserockzvgc,,,,Garchompite Z,,,Mawilite,,,Focus Sash,,,Sitrus Berry,,,Psychic Seed,,,Colbur Berry,,https://pokepast.es/31945882c8d00260,Yes,Owner's,✔,1D6WTK4CVH,16 Sep 2026,Video,,https://x.com/joserockzvgc/status/2099896603146338452?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q,https://www.youtube.com/watch?v=2cbSO41gDRQ,-,joserockzvgc,,Garchomp-Mega-Z,Mawile-Mega,Armarouge,Milotic,Sneasler,Indeedee-F,,MC297
MC296,joserockzvgc's Salamence Floette Team,,joserockzvgc,,,,Floettite,,,Salamencite,,,Sitrus Berry,,,Choice Scarf,,,Miracle Seed,,,Life Orb,,https://pokepast.es/8606abba447d2e2e,Yes,Owner's,✔,8CTP4G2M3Q,16 Sep 2026,Video,,https://x.com/joserockzvgc/status/2099896603146338452?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q,https://www.youtube.com/watch?v=2cbSO41gDRQ,-,joserockzvgc,,Floette-Mega,Salamence-Mega,Incineroar,Basculegion,Rillaboom,Gholdengo,,MC296
MC295,joserockzvgc's Lucario-Z Charizard-Y Team,,joserockzvgc,,,,Charizardite Y,,,Lucarionite Z,,,Choice Scarf,,,Sitrus Berry,,,Rocky Helmet,,,Life Orb,,https://pokepast.es/181b08493e5a2472,Yes,Owner's,✔,TF8RHQB04K,16 Sep 2026,Video,,https://x.com/joserockzvgc/status/2099896603146338452?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q,https://www.youtube.com/watch?v=2cbSO41gDRQ,-,joserockzvgc,,Charizard-Mega-Y,Lucario-Mega-Z,Basculegion,Clefable,Indeedee-F,Garchomp,,MC295
MC294,joserockzvgc's Baxcalibur Tyranitar Team,,joserockzvgc,,,,Baxcalibrite,,,Tyranitarite,,,Focus Sash,,,Leftovers,,,Sitrus Berry,,,Life Orb,,https://pokepast.es/ee07bfede4b559fc,Yes,Owner's,✔,GQX98HLKF4,16 Sep 2026,Video,,https://x.com/joserockzvgc/status/2099896603146338452?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q,https://www.youtube.com/watch?v=2cbSO41gDRQ,-,joserockzvgc,,Baxcalibur-Mega,Tyranitar-Mega,Arcanine-Hisui,Milotic,Rillaboom,Excadrill,,MC294
MC293,joserockzvgc's Golisopod Swampert Team,,joserockzvgc,,,,Golisopite,,,Swampertite,,,Focus Sash,,,Choice Scarf,,,Colbur Berry,,,Leftovers,,https://pokepast.es/1a095a99b8efa791,Yes,Owner's,✔,IMUR6TYA84,16 Sep 2026,Video,,https://x.com/joserockzvgc/status/2099896603146338452?s=46&t=WmXEnVa3rTSw0P9A0n6S3Q,https://www.youtube.com/watch?v=2cbSO41gDRQ,-,joserockzvgc,,Golisopod-Mega,Swampert-Mega,Pelipper,Annihilape,Indeedee-F,Archaludon,,MC293
MC292,DjSanders' Gardevoir Golisopod Team,,DjSanders,,,,Gardevoirite,,,Golisopite,,,Life Orb,,,Sitrus Berry,,,Psychic Seed,,,Rocky Helmet,,https://pokepast.es/d52fbc5f7a7d6390,Yes,Extracted,✔,BS25SGLRE5,16 Sep 2026,-,,Discord Submission,-,-,DjSanders,,Gardevoir-Mega,Golisopod-Mega,Armarouge,Pelipper,Sneasler,Indeedee-F,,MC292
MC291,VGCLuca's VGC UmbreNews #32 Champion Team,,VGCLuca,,,,Gardevoirite,,,Salamencite,,,Life Orb,,,Rocky Helmet,,,Focus Sash,,,Chople Berry,,https://pokepast.es/ef695b289a42dfa3,No,Extracted,X,None,16 Sep 2026,VGC UmbreNews #32,Champion,https://x.com/VGCLuca/status/2100148309939675627,-,-,VGCLuca,,Gardevoir-Mega,Salamence-Mega,Typhlosion-Hisui,Indeedee-F,Whimsicott,Kingambit,,MC291
MC290,tukibiya_moeru's Golisopod Meowstic Team,,tukibiya_moeru,,,,Golisopite,,,Meowsticite,,,Focus Sash,,,White Herb,,,Psychic Seed,,,Sitrus Berry,,https://pokepast.es/7fdea4aeb3c244c7,Yes,Extracted,✔,495UNG4R21,16 Sep 2026,-,,https://x.com/tukibiya_moeru/status/2100164727314002008?s=46,-,-,tukibiya_moeru,,Golisopod-Mega,Meowstic-F-Mega,Armarouge,Cinderace,Sneasler,Indeedee-F,,MC290
MC289,zeen's Salamence Kingambit Team,,Shohei Kimura,,,,Salamencite,,,Focus Sash,,,Sitrus Berry,,,Grassy Seed,,,Life Orb,,,Chople Berry,,https://pokepast.es/fd6fe5bb94a024fb,Yes,Extracted,✔,LUVHWWVKFX,16 Sep 2026,-,,https://x.com/zeen172m/status/2100170279192564139?s=46,-,-,zeen172m,,Salamence-Mega,Arcanine-Hisui,Rillaboom,Sneasler,Gholdengo,Kingambit,,MC289
MC288,4milkfang's Salamence Froslass Team,,4milkfang,,,,Froslassite,,,Salamencite,,,Leftovers,,,Life Orb,,,Focus Sash,,,Black Glasses,,https://pokepast.es/11b159014240dc52,Yes,Extracted,✔,GMAWTS6D40,16 Sep 2026,-,,https://x.com/4milkfang/status/2100150668405416425?s=46,-,-,4milkfang,,Froslass-Mega,Salamence-Mega,Milotic,Rillaboom,Sneasler,Kingambit,,MC288
MC287,WoodTofu's Golisopod Blastoise Team,,WoodTofu,,,,Blastoisinite,,,Golisopite,,,Focus Sash,,,Charcoal,,,Colbur Berry,,,Occa Berry,,https://pokepast.es/f46d41e3a61aef4e,Yes,Extracted,✔,LP70GFVN3A,16 Sep 2026,-,,https://x.com/woodtofuvgc/status/2100143557449523628?s=46,-,-,woodtofuvgc,,Blastoise-Mega,Golisopod-Mega,Armarouge,Torkoal,Indeedee-F,Sinistcha,,MC287
MC286,oshio_pokemon's Salamence Pyroar Team,,oshio_pokemon,,,,Pyroarite,,,Salamencite,,,Leftovers,,,Miracle Seed,,,Life Orb,,,Choice Scarf,,https://pokepast.es/0bdce0e34fab1ba0,Yes,Extracted,✔,98C2FYKDTA,15 Sep 2026,-,,https://x.com/oshio_pokemon/status/2099839043307782514?s=46,-,-,oshio_pokemon,,Pyroar-Mega,Salamence-Mega,Milotic,Rillaboom,Gholdengo,Hydreigon,,MC286
MC285,humidori's Salamence Absol-Z Team,,humidori,,,,Absolite Z,,,Salamencite,,,Life Orb,,,White Herb,,,Rocky Helmet,,,Chople Berry,,https://pokepast.es/472a153c121df28d,Yes,Extracted,✔,SYNQAHRAS2,16 Sep 2026,-,,https://x.com/humidori/status/2100077496876310621,-,-,humidori,,Absol-Mega-Z,Salamence-Mega,Armarouge,Sneasler,Indeedee-F,Kingambit,,MC285
MC284,Kinugawa's Salamence Glimmora Team,,Yuma Kinugawa,,,,Glimmoranite,,,Salamencite,,,Rocky Helmet,,,Life Orb,,,Miracle Seed,,,Focus Sash,,https://pokepast.es/348d665e808bb457,Yes,Extracted,X,None,12 Sep 2026,Video,,https://x.com/kinurincipall/status/2098481224574763024?s=20,https://www.youtube.com/live/Vba6QKxtWXA?si=5rSCZyzleakAycq5,-,kinurincipall,,Glimmora-Mega,Salamence-Mega,Volcarona,Basculegion,Rillaboom,Kingambit,,MC284
MC283,Danyul_YT's Raichu-Y Floette Team,,Danyul_YT,,,,Floettite,,,Raichunite Y,,,Chople Berry,,,Miracle Seed,,,Choice Scarf,,,Life Orb,,https://pokepast.es/be30055fe03e4b61,Yes,Extracted,✔,F8Q1B39XCP,16 Sep 2026,-,,https://x.com/Danyul_YT/status/2100062256562155774?s=20,-,-,Danyul_YT,,Floette-Eternal-Mega,Raichu-Mega-Y,Incineroar,Rillaboom,Gholdengo,Baxcalibur,,MC283
MC282,Peter's Salamence Dragapult Team,,Peter Chen,,,,Raichunite Y,,,Salamencite,,,Sitrus Berry,,,Leek,,,Life Orb,,,Focus Sash,,https://pokepast.es/fd093606ea61b654,Yes,Extracted,✔,86F1HSTUG4,16 Sep 2026,-,,https://x.com/MrPTPablo/status/2099628578841481256?s=20,-,-,MrPTPablo,,Raichu-Mega-Y,Salamence-Mega,Incineroar,Sirfetch'd,Gholdengo,Dragapult,,MC282
MC281,JustLatroy's Golisopod Grapploct Team,,JustLatroy,,,,Golisopite,,,Twisted Spoon,,,Expert Belt,,,Psychic Seed,,,Chople Berry,,,Life Orb,,https://pokepast.es/dde321ca13816fcb,Yes,Extracted,✔,2LCHE26J77,16 Sep 2026,-,,https://x.com/JustLatroy/status/2100029073640559019?s=20,-,-,JustLatroy,,Golisopod-Mega,Armarouge,Grapploct,Indeedee-F,Perrserker,Hatterene,,MC281
MC280,spy_anya11's Recreation of y0ssh1_pkmn's Tera Square Offline Meetup #2 Champion Team,,spy_anya11,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Miracle Seed,,,Focus Sash,,,Grassy Seed,,https://pokepast.es/145f31732b5aa73b,Yes,Extracted,✔,085MDPDKDD,16 Sep 2026,-,,https://x.com/spy_anya11/status/2100040233874345995?s=46,-,-,spy_anya11,,Salamence-Mega,Tyranitar-Mega,Milotic,Rillaboom,Excadrill,Sneasler,,MC280
MC279,giodudeVGC's Make It Rain Tour Top 4 Team,,giodudeVGC,,,,Gengarite,,,Swampertite,,,Sitrus Berry,,,Focus Sash,,,Eject Button,,,Leftovers,,https://pokepast.es/a1b7a6d0af006124,Yes,Owner's,✔,WEANAKT70H,14 Sep 2026,Make it Rain Tour,3rd,https://x.com/giodudeVGC/status/2099306200534028450,https://docs.google.com/document/d/1d03k49chranu8hShFmsAvceBwa7awGFlF-xWyh4iwJg/edit?tab=t.0,https://play.limitlesstcg.com/tournament/6a7ba8f62b308b6067b5199c/standings,giodudeVGC,,Gengar-Mega,Swampert-Mega,Incineroar,Pelipper,Rillaboom,Archaludon,,MC279
MC278,DomingoVGC's Salamence Hippowdon Team,,Damahni Palmer,,,,Glimmoranite,,,Salamencite,,,Rocky Helmet,,,Life Orb,,,Leftovers,,,Chople Berry,,https://pokepast.es/b915ba990518d865,Yes,Extracted,✔,YM8P3T36XR,15 Sep 2026,-,,https://x.com/DmanVGC/status/2099872931769655540?s=20,-,-,DmanVGC,,Glimmora-Mega,Salamence-Mega,Volcarona,Rillaboom,Hippowdon,Kingambit,,MC278
MC277,Xeminan's Gardevoir Psyspam Team,,Joe Brown,,,,Gardevoirite,,,Life Orb,,,Charcoal,,,Psychic Seed,,,Colbur Berry,,,Chople Berry,,https://pokepast.es/2ad06f492cf12877,Yes,Extracted,✔,0XJX4NBLXM,15 Sep 2026,Video,,https://x.com/xeminan/status/2099963565713035691?s=46,https://www.youtube.com/watch?v=X7SDc5RhoKw,-,xeminan,,Gardevoir-Mega,Armarouge,Torkoal,Sneasler,Indeedee-F,Kingambit,,MC277
MC276,yozora_952's Salamence Gholdengo Team,,yozora_952,,,,Salamencite,,,Focus Sash,,,Sitrus Berry,,,Psychic Seed,,,Twisted Spoon,,,Life Orb,,https://pokepast.es/90f7ccc7ab5b3d0b,Yes,Extracted,✔,8T0AMYQ2C5,15 Sep 2026,-,,https://x.com/yozora_952/status/2099878042591965302?s=46,-,-,yozora_952,,Salamence-Mega,Arcanine-Hisui,Milotic,Sneasler,Indeedee,Gholdengo,,MC276
MC275,WyatVGC's Garchomp-Z Metagross Team,,Wyatt McDonald,,,,Garchompite Z,,,Metagrossite,,,Focus Sash,,,Sitrus Berry,,,Psychic Seed,,,Choice Scarf,,https://pokepast.es/97edd96cf0de7f14,Yes,Extracted,✔,17SXQN4G6B,15 Sep 2026,-,,https://x.com/wyatvgc/status/2099971048573981078?s=46,-,-,wyatvgc,,Garchomp-Mega-Z,Metagross-Mega,Arcanine-Hisui,Milotic,Sneasler,Indeedee,,MC275
MC274,lovejapanfrombr's Salamence Sand Team,,lovejapanfrombr,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Expert Belt,,,Focus Sash,,,Life Orb,,https://pokepast.es/5a342ea870e2bbe8,Yes,Extracted,✔,VETY6ESEJH,15 Sep 2026,-,,https://x.com/lovejapanfrombr/status/2099973149148553471?s=46,-,-,lovejapanfrombr,,Salamence-Mega,Tyranitar-Mega,Milotic,Rillaboom,Excadrill,Gholdengo,,MC274
MC273,Ste's Garchomp-Z Floette Team,,Stefano Greppi,,,,Floettite,,,Garchompite Z,,,Sitrus Berry,,,Miracle Seed,,,Grassy Seed,,,Life Orb,,https://pokepast.es/045cc1b2f27f9315,Yes,Extracted,✔,U7143RBX15,15 Sep 2026,-,,https://x.com/ssteccaa/status/2099951804247077280?s=46,-,-,ssteccaa,,Floette-Eternal-Mega,Garchomp-Mega-Z,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC273
MC272,Justin's Recreation of MichaelderBeste's VR September Challenge Champion Team,,Justin Cerioni,,,,Raichunite Y,,,Staraptite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/ee7a2c6a9f775208,Yes,Extracted,✔,HQ9LV16V9V,15 Sep 2026,-,,https://x.com/byte_v24/status/2099977934060626159?s=46,-,-,byte_v24,,Raichu-Mega-Y,Staraptor-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Sylveon,,MC272
MC271,ayoitsbenji's WCG VGC Challenge Champion Team (Recreation of MichaelderBeste's VR September Challenge Champion Team),,ayoitsbenji,,,,Raichunite Y,,,Staraptite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/d943321333ed8846,Yes,Extracted,✔,FY0K55GDWA,15 Sep 2026,WCG VGC Challenge,Champion,https://x.com/ayoitsbenji/status/2099873194882802078?s=46,-,-,ayoitsbenji,,Raichu-Mega-Y,Staraptor-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Sylveon,,MC271
MC270,Rod's Lucario-Z Overqwil Team,,Rod,,,,Lucarionite Z,,,Chople Berry,,,Occa Berry,,,Grassy Seed,,,Leftovers,,,Sitrus Berry,,https://pokepast.es/18d8e22d3d9ad026,Yes,Extracted,✔,WV1V1B62FY,15 Sep 2026,-,,https://x.com/trnrrodvgc/status/2099861565696794641?s=46,-,-,trnrrodvgc,,Lucario-Mega-Z,Incineroar,Rillaboom,Sneasler,Overqwil,Klefki,,MC270
MC269,Justin's Metagross Blaziken Team,,Justin Cerioni,,,,Metagrossite,,,Raichunite Y,,,Focus Sash,,,Miracle Seed,,,Psychic Seed,,,Life Orb,,https://pokepast.es/87947bfa8f77f2c4,Yes,Extracted,✔,MN1BMUTKR9,15 Sep 2026,-,,https://x.com/Byte_v24/status/2099862916472189233?s=20,-,-,Byte_v24,,Metagross-Mega,Raichu-Mega-Y,Blaziken,Rillaboom,Indeedee-F,Dragonite,,MC269
MC268,zeen's Gengar Swampert Perish Team,,Shohei Kimura,,,,Gengarite,,,Swampertite,,,Chople Berry,,,Sitrus Berry,,,Miracle Seed,,,Leftovers,,https://pokepast.es/73a1ddc47375195f,Yes,Extracted,✔,W3R78HB25U,14 Sep 2026,-,,https://x.com/zeen172m/status/2099846686478942249?s=46,-,-,zeen172m,,Gengar-Mega,Swampert-Mega,Incineroar,Politoed,Rillaboom,Kommo-o,,MC268
MC267,vi0ra_pokemon's Garchomp-Z Floette Team,,vi0ra_pokemon,,,,Floettite,,,Garchompite Z,,,Sitrus Berry,,,Occa Berry,,,Grassy Seed,,,Leftovers,,https://pokepast.es/74aea655c757917f,Yes,Extracted,✔,SHY5JPBVRF,14 Sep 2026,-,,https://x.com/vi0ra_pokemon/status/2099517321299808541?s=46,-,-,vi0ra_pokemon,,Floette-Eternal-Mega,Garchomp-Mega-Z,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC267
MC266,Vasco Anime's Salamence Sand Team,,Vasco Anime,,,,Salamencite,,,Tyranitarite,,,Life Orb,,,Sitrus Berry,,,Expert Belt,,,Focus Sash,,https://pokepast.es/7336af4b2bdc9509,Yes,Extracted,✔,XFDQ8SWWNC,14 Sep 2026,-,,https://x.com/vascoanime/status/2099604836052316593?s=46,-,-,vascoanime,,Salamence-Mega,Tyranitar-Mega,Talonflame,Milotic,Rillaboom,Excadrill,,MC266
MC265,WyatVGC's Lucario-Z Raichu-Y Team,,Wyatt McDonald,,,,Lucarionite Z,,,Raichunite Y,,,Focus Sash,,,Miracle Seed,,,Chople Berry,,,Grassy Seed,,https://pokepast.es/7c4bc48a6a1906e6,Yes,Extracted,✔,YDXMW5CTEP,14 Sep 2026,-,,https://x.com/wyatvgc/status/2099633801072984109?s=46,-,-,wyatvgc,,Lucario-Mega-Z,Raichu-Mega-Y,Basculegion,Rillaboom,Maushold-Four,Gholdengo,,MC265
MC264,Sahil's Raichu-Y Goliosopod Team,,Sahil,,,,Golisopite,,,Raichunite Y,,,Expert Belt,,,Leftovers,,,Life Orb,,,Sitrus Berry,,https://pokepast.es/c419e3e0d8f1c5d4,Yes,Extracted,✔,JTXXFG65C8,14 Sep 2026,-,,https://x.com/shaikhvgc786/status/2099654010131374573?s=46,-,-,shaikhvgc786,,Golisopod-Mega,Raichu-Mega-Y,Incineroar,Milotic,Rillaboom,Farigiraf,,MC264
MC263,KitWiller's Salamence Armarouge Team,,Daniel Pioppi,,,,Salamencite,,,Focus Sash,,,Life Orb,,,Sitrus Berry,,,Psychic Seed,,,Colbur Berry,,https://pokepast.es/9cc929d200baed42,Yes,Extracted,✔,LE60MQACCX,14 Sep 2026,-,,https://x.com/kitwillervgc/status/2099733968421613948?s=46,-,-,kitwillervgc,,Salamence-Mega,Arcanine-Hisui,Armarouge,Milotic,Sneasler,Indeedee-F,,MC263
MC262,Justin's Raichu-Y Salamence Team,,Justin Cerioni,,,,Raichunite Y,,,Salamencite,,,Focus Sash,,,Black Glasses,,,Fairy Feather,,,Life Orb,,https://pokepast.es/daca6f08f851a3a5,Yes,Extracted,✔,CRT6PQEPSN,14 Sep 2026,-,,https://x.com/byte_v24/status/2099608036511817759?s=46,-,-,byte_v24,,Raichu-Mega-Y,Salamence-Mega,Arcanine-Hisui,Kingambit,Sylveon,Baxcalibur,,MC262
MC261,Elise's Alakazam Typhlosion-Hisui Team,,Naoyuki Matsuhashi,,,,Alakazite,,,Charcoal,,,Choice Scarf,,,White Herb,,,Rocky Helmet,,,Focus Sash,,https://pokepast.es/646b820cb07e593a,Yes,Extracted,✔,GAX8XCWEKG,14 Sep 2026,-,,https://x.com/eripompudding/status/2099480729931681799?s=46,-,-,eripompudding,,Alakazam-Mega,Torkoal,Typhlosion-Hisui,Sneasler,Indeedee-F,Whimsicott,,MC261
MC260,MichaelderBeste's Garchomp-Z Toxtricity Team,,Michael Kelsch,,,,Garchompite Z,,,Sharp Beak,,,Sitrus Berry,,,Life Orb,,,Focus Sash,,,Fairy Feather,,https://pokepast.es/8395839107df60b4,Yes,Owner's,✔,JH1UCYJBKS,14 Sep 2026,Video,,https://x.com/michaelderbeste/status/2099551319438610669?s=46,https://youtu.be/nxfFvVjjw_w?si=WZvw9kpx3DsnzGOu,-,michaelderbeste,,Garchomp-Mega-Z,Talonflame,Milotic,Toxtricity,Aegislash,Sylveon,,MC260
MC259,mie_swagger's Salamence Vanilluxe Team,,mie_swagger,,,,Salamencite,,,Sitrus Berry,,,Never-Melt Ice,,,Rocky Helmet,,,Focus Sash,,,Fairy Feather,,https://pokepast.es/a5b0fd2dfb4b9c13,Yes,Extracted,X,None,14 Sep 2026,-,,https://x.com/mie_swagger/status/2099118859966128404?s=46,-,-,mie_swagger,,Salamence-Mega,Incineroar,Vanilluxe,Sinistcha,Kingambit,Sylveon,,MC259
MC258,banksofdeshawn's Charizard-X Golisopod Team,,banksofdeshawn,,,,Charizardite X,,,Golisopite,,,Focus Sash,,,Psychic Seed,,,Light Clay,,,Kasib Berry,,https://pokepast.es/2106e9c7e469a2dd,Yes,Owner's,✔,LEPRD6ER9T,14 Sep 2026,-,,https://x.com/banksofdeshawn/status/2099169256483234023?s=46,-,-,banksofdeshawn,,Charizard-Mega-X,Golisopod-Mega,Gallade,Indeedee-F,Sableye,Sinistcha-Masterpiece,,MC258
MC257,metalderk's Absol-Z Tsareena Team,,metalderk,,,,Absolite Z,,,Sitrus Berry,,,Leftovers,,,Wide Lens,,,Colbur Berry,,,Life Orb,,https://pokepast.es/b464a7fc05783469,Yes,Extracted,✔,523CL04SS7,14 Sep 2026,Video,,https://x.com/derkpkmn/status/2099314890737397838?s=46,https://www.youtube.com/watch?v=byUJrnnsFX4&feature=youtu.be,-,derkpkmn,,Absol-Mega-Z,Incineroar,Milotic,Tsareena,Indeedee-F,Gholdengo,,MC257
MC256,parrobot7's Local Tour Champion Team (Recreation of MichaelderBeste's VR September Challenge Champion Team),,parrobot7,,,,Raichunite Y,,,Staraptite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/2d234b4ec11a9aca,Yes,Extracted,✔,5EFXWLXV71,14 Sep 2026,Local Tour,Champion,https://x.com/parrobot7/status/2099273890585256358?s=46,-,-,parrobot7,,Raichu-Mega-Y,Staraptor-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Sylveon,,MC256
MC255,gilberto_vgc's Local Tour Champion Team (Recreation of MichaelderBeste's VR September Challenge Champion Team),,gilberto_vgc,,,,Raichunite Y,,,Staraptite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/99bbd8f54a6a18cb,Yes,Extracted,✔,4SVXQSPBQE,14 Sep 2026,Local Tour,Champion,https://x.com/gilberto_vgc/status/2099332139544117324?s=46,-,-,gilberto_vgc,,Raichu-Mega-Y,Staraptor-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Sylveon,,MC255
MC254,MichaelderBeste's VR September Challenge Champion Team,,Michael Kelsch,,,,Raichunite Y,,,Staraptite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/421ae13bcb967417,No,Extracted,X,None,13 Sep 2026,VR September Challenge,Champion,https://x.com/MichaelderBeste/status/2099221075389206539,-,https://victoryroad.pro/vr-sep26/,MichaelderBeste,,Raichu-Mega-Y,Staraptor-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Sylveon,,MC254
MC253,Louis' VR September Challenge Runner Up Team,,Louis Markl,,,,Floettite,,,Salamencite,,,Rocky Helmet,,,Sitrus Berry,,,Grassy Seed,,,Life Orb,,https://pokepast.es/63c26e23805e7881,No,Extracted,X,None,13 Sep 2026,VR September Challenge,Runner Up,https://x.com/Louisvgc/status/2099227918761160713,-,https://victoryroad.pro/vr-sep26/,Louisvgc,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC253
MC252,Jacopo De Astis' VR September Challenge Top 4 Team,,Jacopo De Astis,,,,Gardevoirite,,,Focus Sash,,,Mystic Water,,,Rocky Helmet,,,Occa Berry,,,Life Orb,,https://pokepast.es/000df87b15e76fb0,No,Extracted,X,None,13 Sep 2026,VR September Challenge,3rd,No Tweet,-,https://victoryroad.pro/vr-sep26/,Jacopo De Astis,,Gardevoir-Mega,Arcanine-Hisui,Basculegion,Indeedee-F,Whimsicott,Kommo-o,,MC252
MC251,Erizabeth's VR September Challenge Top 4 Team,,Erizabeth,,,,Garchompite Z,,,Golisopite,,,Chople Berry,,,Leftovers,,,Miracle Seed,,,Grassy Seed,,https://pokepast.es/412d57292e8dbd7e,Yes,Extracted,✔,1DP66F7QFN,13 Sep 2026,VR September Challenge,4th,https://x.com/rizabeth373/status/2099228392210182283,-,https://victoryroad.pro/vr-sep26/,rizabeth373,,Garchomp-Mega-Z,Golisopod-Mega,Incineroar,Milotic,Rillaboom,Farigiraf,,MC251
MC250,marcofiero's VR September Challenge Top 8 Team,,Marco Silva,,,,Froslassite,,,Gengarite,,,Passho Berry,,,Sitrus Berry,,,Eject Button,,,Leftovers,,https://pokepast.es/8782bc837073b808,Yes,Extracted,X,None,13 Sep 2026,VR September Challenge,5th,https://x.com/marc0fier0/status/2099501965260513447?s=46,-,https://victoryroad.pro/vr-sep26/,marc0fier0,,Froslass-Mega,Gengar-Mega,Incineroar,Politoed,Rillaboom,Archaludon,,MC250
MC249,Kangourou's VR September Challenge Top 8 Team,,Jérémy Côté,,,,Metagrossite,,,Salamencite,,,Focus Sash,,,Sitrus Berry,,,Psychic Seed,,,Choice Scarf,,https://pokepast.es/52b52cca8ffdae65,No,Extracted,X,None,13 Sep 2026,VR September Challenge,6th,https://x.com/Kangourou0071,-,https://victoryroad.pro/vr-sep26/,Kangourou0071,,Metagross-Mega,Salamence-Mega,Arcanine-Hisui,Milotic,Sneasler,Indeedee,,MC249
MC248,SlycedBread's VR September Challenge Top 8 Team,,SlycedBread,,,,Staraptite,,,Twisted Spoon,,,Psychic Seed,,,Rocky Helmet,,,Focus Sash,,,Life Orb,,https://pokepast.es/f584f78434c34d9c,No,Extracted,X,None,13 Sep 2026,VR September Challenge,7th,https://x.com/SlycedBread,-,https://victoryroad.pro/vr-sep26/,SlycedBread,,Staraptor-Mega,Armarouge,Milotic,Indeedee-F,Whimsicott,Dragapult,,MC248
